drugName_clean,n_reviews,patient_mean,patient_expected,patient_std,pct_high,pct_none,drug_name,log_reports,serious_rate,death_rate,hosp_rate,lifethreat_rate,disability_rate,no_faers,faers_severity,patient_z,faers_z,divergence_z,flag
allegra,58,0.43103448275862066,0.700869251617445,0.49091245041956205,0.017241379310344827,0.6724137931034483,allegra,9.90912165115322,0.3295511097840151,0.0270485282418456,0.1344968178202068,0.0168556085918854,0.0162589498806682,0,0.21802802187712958,-1.7627917616203657,-1.2792187282546887,-0.4835730333656769,agreement
alli,66,0.696969696969697,0.9461603720883164,0.4256390824189482,0.045454545454545456,0.48484848484848486,alli,10.059507911994038,0.1966799298335686,0.004876796714579,0.0604893908281998,0.0082563312799452,0.0096680355920602,0,0.10749816101714778,-0.7779922785279945,-1.885255094833991,1.1072628163059965,agreement
allopurinol,48,0.3541666666666667,0.7949405749718568,0.5655287742131917,0.041666666666666664,0.7708333333333334,allopurinol,11.943161231403604,0.8215723904628696,0.1410825892131294,0.4908006581642939,0.0701868484206008,0.0281085580869011,0,0.7087801048314486,-1.3851124129533545,1.4115800018877527,-2.7966924148411074,FAERS-worse-than-patient
alprazolam,923,0.4442036836403034,0.699255842705536,0.43609543822556657,0.02600216684723727,0.6446370530877573,alprazolam,12.220251646703444,0.7071205628997027,0.1638411673362746,0.3202878903650391,0.0400581696285524,0.0245692736190875,0,0.5853663086249081,-1.7692693065857705,0.7349008849790865,-2.504170191564857,FAERS-worse-than-patient
alprostadil,78,0.7435897435897436,0.9824305380774795,0.5893055850327302,0.0641025641025641,0.5256410256410257,alprostadil,8.17948018535889,0.6538569424964937,0.0751542344363432,0.2010656197420078,0.0504767246214245,0.0263600673022994,0,0.43067755386504436,-0.6323741222358511,-0.11325915209996505,-0.519114970135886,agreement
ambien,381,0.8530183727034121,1.0133038118701883,0.524171714169491,0.09711286089238845,0.3989501312335958,ambien,11.346882686945891,0.6330258978022887,0.0871900826446281,0.3102833530106257,0.0359622195985832,0.0285596221959858,0,0.4810010397066842,-0.5084235119811299,0.16266503956898817,-0.671088551550118,agreement
ambien cr,59,0.7627118644067796,0.9710777066979626,0.4513645680475207,0.03389830508474576,0.3728813559322034,ambien cr,11.346882686945891,0.6330258978022887,0.0871900826446281,0.3102833530106257,0.0359622195985832,0.0285596221959858,0,0.4810010397066842,-0.6779536868475704,0.16266503956898817,-0.8406187264165585,agreement
amiodarone,36,1.1944444444444444,1.410026454930349,0.7517028653368341,0.2777777777777778,0.4722222222222222,amiodarone,9.29532469588118,0.8581801470588235,0.1731581848245452,0.4969685835017454,0.1226345765203013,0.045654969685835,0,0.8091626606893905,1.0843461450154048,1.9619785905293936,-0.8776324455139888,agreement
amitiza,174,0.9252873563218391,1.095817266561316,0.6233648718681297,0.11494252873563218,0.41954022988505746,amitiza,9.130864170474386,0.6717210007581501,0.102328099621007,0.3289658906334596,0.041797509474824,0.0264212236058473,0,0.5202602092691342,-0.1771469155352428,0.3779234710139353,-0.5550703865491782,agreement
amitriptyline,920,1.1521739130434783,1.2513092895749394,0.5917030433365027,0.18043478260869567,0.2826086956521739,amitriptyline,9.73737393458638,0.8061634922512717,0.0758058802692171,0.3322115952296611,0.0699610343606092,0.0688983351044987,0,0.5879583876210656,0.44712543315333353,0.7491132808375031,-0.30198784768416953,agreement
amlodipine,250,1.064,1.2217760028566824,0.7735534206958343,0.22,0.484,amlodipine,12.975094629335274,0.7433925172764723,0.1028804486362477,0.3850647695409357,0.0545593585613978,0.0313535559520774,0,0.5840255646052296,0.32855462864020385,0.7275495716970746,-0.3989949430568707,agreement
amoxicillin,147,1.2040816326530612,1.2983042435013816,0.7012579554877199,0.1836734693877551,0.41496598639455784,amoxicillin,11.512485368141824,0.7945204108190355,0.0740333149917462,0.3977389825421439,0.0603871742284027,0.0301935871142013,0,0.5807041798711918,0.6358016732302996,0.7093383849592382,-0.07353671172893861,agreement
amphetamine,56,0.7142857142857143,0.9778147925173178,0.554642365586741,0.05357142857142857,0.42857142857142855,amphetamine,10.805740210106356,0.4923879506333225,0.087947750598353,0.1331386150663259,0.0174840777250415,0.0216826903573891,0,0.33139858875171824,-0.6509055058138917,-0.6576067413116445,0.006701235497752811,agreement
ampyra,52,0.6923076923076923,0.8787024303521578,0.5196795124096998,0.038461538461538464,0.4423076923076923,ampyra,11.172925011505574,0.2820130946694017,0.0246150387771158,0.1420563111161065,0.00375126447117,0.0203860851972575,0,0.19751839395100582,-1.0488237135376168,-1.3916732296132595,0.3428495160756426,agreement
amrix,40,0.825,1.0694325114684562,0.44237379952218064,0.0,0.425,amrix,9.027618735160887,0.6016622500602264,0.0846440148877416,0.2643774762876696,0.0295353583863609,0.0268939848721335,0,0.4397855041692265,-0.2830769350446636,-0.06332016668566356,-0.21975676835900002,agreement
anafranil,50,1.04,1.13282353077853,0.7113691709680301,0.22,0.46,anafranil,8.400659375160286,0.9192895683453236,0.088334457181389,0.5396718363677231,0.1027197122948977,0.0328163632276916,0,0.7391044699641499,-0.028573457994941116,1.5778488085329274,-1.6064222665278685,agreement
anastrozole,115,1.626086956521739,1.5802120699213915,0.753146803930512,0.3826086956521739,0.30434782608695654,anastrozole,10.48508845835116,0.6803455119783076,0.0671101545685775,0.2172345361545127,0.0306062554154903,0.0335131509070072,0,0.4277752862066234,1.7676106078757248,-0.12917231559139639,1.8967829234671212,agreement
androgel,78,0.8974358974358975,1.116041274338965,0.5103242166329784,0.07692307692307693,0.4230769230769231,androgel,10.562922818610538,0.5590502302001966,0.0443720425102784,0.2135857057895689,0.0255992552943914,0.033951335557107,0,0.36312530359060985,-0.09595118220721988,-0.4836488367702032,0.38769765456298333,agreement
apixaban,53,1.2264150943396226,1.2151620334567643,0.6963863303975343,0.20754716981132076,0.4339622641509434,apixaban,11.07195234310307,0.9564149594304724,0.1087503885607709,0.4391047559838358,0.0760646565122785,0.0286757848927572,0,0.6961520290165834,0.30200073776260244,1.342340132008393,-1.0403393942457906,agreement
apremilast,195,1.3025641025641026,1.3360928646277117,0.7246005093576581,0.27692307692307694,0.3230769230769231,apremilast,11.87778383316698,0.2322177475350645,0.039387627577588,0.077414427549816,0.0292022495313476,0.032937582448101,0,0.19417827295176412,0.7875161522564678,-1.409987147486366,2.197503299742834,patient-worse-than-FAERS
apri,283,1.5123674911660778,1.560578544344914,0.6138614331455289,0.23674911660777384,0.2226148409893993,apri,7.836369760545124,0.8406484776591538,0.2130434782608695,0.4015810276679842,0.2430830039525691,0.350592885375494,0,1.1059099583175087,1.6887855537853877,3.589047082677328,-1.9002615288919402,agreement
arimidex,47,1.6595744680851063,1.588452178168507,0.8391404929245327,0.3829787234042553,0.2978723404255319,arimidex,10.484445398482496,0.6803916083916084,0.0671533255020417,0.2172064664093528,0.0305979750517424,0.0335067405045589,0,0.42780713961878575,1.8006931521064615,-0.12899766300412435,1.9296908151105858,agreement
aripiprazole,663,1.2277526395173455,1.297790703008416,0.6759469573983,0.1975867269984917,0.3469079939668175,aripiprazole,11.72593786908498,0.6502594862011544,0.0546876894107759,0.2882033958574095,0.0430502913390281,0.0356072054889727,0,0.4532325101133303,0.6337399010346784,0.010409905534896825,0.6233299954997815,agreement
armodafinil,266,1.0037593984962405,1.103518782774394,0.5627946299831394,0.07894736842105263,0.3458646616541353,armodafinil,9.945636666044289,0.4597535835850233,0.0154841802492809,0.1205656759348034,0.0067114093959731,0.011025886864813,0,0.22678034161433713,-0.1462267209064796,-1.2312296689054063,1.0850029479989267,agreement
armour thyroid,137,0.6496350364963503,0.8701255967854609,0.6425482526476292,0.12408759124087591,0.6715328467153284,armour thyroid,9.245804036251752,0.4280057943022694,0.0201737451737451,0.1322393822393822,0.0149613899613899,0.0352316602316602,0,0.2513264487153911,-1.0832581490232482,-1.0966431106174725,0.01338496159422431,agreement
arthrotec,32,1.09375,1.2078629922603332,0.4192650697768653,0.09375,0.3125,arthrotec,8.797850648931053,0.7556663644605621,0.0453240670796192,0.2600090648134159,0.0303671249433449,0.0462305484212116,0,0.4586835926740198,0.2726964075303597,0.04029824741193012,0.23239816011842956,agreement
asenapine,245,1.0489795918367346,1.157922840948442,0.6308979899263515,0.14285714285714285,0.34285714285714286,asenapine,9.063347348235522,0.476300845984471,0.0477293790546802,0.1678637627432808,0.0294253938832252,0.023401297497683,0,0.31447273757662014,0.07219573264618385,-0.7504113577981594,0.8226070904443432,agreement
atenolol,151,0.7615894039735099,0.9332933226484333,0.7027280743306739,0.1456953642384106,0.5894039735099338,atenolol,11.800710032169244,0.7032575513234974,0.0849444302791234,0.3600482954119359,0.0473879981401766,0.0351191636794504,0,0.5384396564698971,-0.8296511547767397,0.4776015674328512,-1.3072527222095909,agreement
ativan,301,0.7674418604651163,0.9844831680486946,0.5902124429223339,0.10963455149501661,0.5548172757475083,ativan,12.081336744628617,0.76915886262046,0.1439463026423857,0.4160808858931151,0.0723384972669857,0.0383811492820527,0,0.6674720066861067,-0.6241331841588749,1.1850872738998175,-1.8092204580586924,agreement
atomoxetine,290,1.2275862068965517,1.30161977711808,0.6351244591467897,0.19655172413793104,0.3103448275862069,atomoxetine,10.187312194660604,0.4345419631763244,0.0823702142077325,0.1638745623611791,0.0737492000150585,0.0681398938372924,0,0.40136737003937084,0.6491129410235732,-0.2739671921832206,0.9230801332067937,agreement
atorvastatin,112,1.3928571428571428,1.4456250268100228,0.907776039982824,0.375,0.41964285714285715,atorvastatin,12.415672899008923,0.651358653760335,0.0765176211096514,0.2850070549311536,0.0300037301934835,0.0315404077263659,0,0.4605100142665716,1.2272679724286093,0.05031253583299547,1.1769554365956139,agreement
atralin,36,1.2777777777777777,1.2916784868861677,0.3723115832139436,0.05555555555555555,0.1111111111111111,atralin,8.73214326770192,0.6351744186046512,0.1282671829622458,0.2118425298483381,0.0719586963536624,0.0448531784446595,0,0.5137049554620017,0.6092004588152291,0.34198094680943697,0.26721951200579214,agreement
aubra,110,1.7454545454545454,1.7216501663395025,0.747673093940074,0.38181818181818183,0.17272727272727273,aubra,6.356107660695892,0.7321739130434782,0.0347826086956521,0.3026086956521739,0.0417391304347826,0.0365217391304347,0,0.46469565217391284,2.3354589832051746,0.0732624316298885,2.262196551575286,patient-worse-than-FAERS
augmentin,222,1.2792792792792793,1.3290346737494942,0.7962462660862505,0.21621621621621623,0.3783783783783784,augmentin,10.19260609277387,0.7758963024013786,0.0971390053924505,0.4921360095865787,0.0684167165967645,0.0219817255841821,0,0.6460964820924926,0.7591787924894587,1.0678850521866203,-0.3087062596971616,agreement
aviane,331,1.392749244712991,1.4354380608739918,0.6554314457808208,0.24169184290030213,0.20241691842900303,aviane,6.950814768442584,0.5848513902205177,0.0268456375838926,0.2329817833173537,0.0325982742090124,0.0297219558964525,0,0.3656759348034514,1.1863691467033861,-0.4696636995350046,1.6560328462383906,agreement
azathioprine,65,1.1076923076923078,1.2356197047702524,0.8130673335477764,0.27692307692307694,0.5230769230769231,azathioprine,11.386352662245924,0.8686008762968512,0.1022471910112359,0.3466235387583702,0.0620701395982294,0.0390307570082851,0,0.6131168648638594,0.38413458792449257,0.8870574709256961,-0.5029228830012036,agreement
azelaic acid,71,0.8450704225352113,1.09394186182079,0.5839890529604671,0.11267605633802817,0.43661971830985913,azelaic acid,6.794586580876499,0.5303370786516854,0.0739910313901345,0.179372197309417,0.0672645739910313,0.0751121076233183,0,0.42916838816949654,-0.18467632636558046,-0.12153392316707555,-0.0631424031985049,agreement
azelastine,60,0.5833333333333334,0.8008468241051411,0.5710715370532048,0.06666666666666667,0.5666666666666667,azelastine,9.967729154597594,0.4297652582159624,0.0280408890556128,0.1768264090781206,0.0130826221513645,0.0176779517959298,0,0.26822433503770426,-1.36139989094152,-1.0039918257070752,-0.3574080652344447,agreement
azithromycin,724,1.117403314917127,1.2097997151653368,0.6681947935907998,0.17403314917127072,0.35497237569060774,azithromycin,10.972224655585418,0.7360989435712445,0.0879741727199354,0.3693781876255731,0.0577679322720794,0.0266858997475658,0,0.5583874252450549,0.28047199970050984,0.5869753892743083,-0.3065033895737984,agreement
azor,53,0.41509433962264153,0.6746583812559236,0.5448704536209902,0.03773584905660377,0.6981132075471698,azor,7.822044008185619,0.5801924619085806,0.0356856455493183,0.3500400962309543,0.0180433039294306,0.0148356054530874,0,0.4095829991980753,-1.8680236653838476,-0.2289208128087679,-1.6391028525750797,agreement
baclofen,218,0.8348623853211009,0.9972945648900363,0.5397869578107717,0.08256880733944955,0.44954128440366975,baclofen,11.376693285645317,0.6603472978394177,0.0741093017659259,0.324891420189542,0.0315483079884945,0.0247183800694452,0,0.4772007136519294,-0.5726977430274345,0.14182781263211697,-0.7145255556595514,agreement
bactrim,271,1.5608856088560885,1.4860094538682482,0.8116640614775117,0.36162361623616235,0.3210332103321033,bactrim,11.292777422635815,0.8266404019499058,0.1222971373023093,0.5075337429429579,0.0805094779346701,0.0371016587943518,0,0.7144348728625424,1.3894041427701067,1.4425851532988647,-0.05318101052875801,agreement
bactrim ds,170,1.5058823529411764,1.50099396215244,0.7625851440301397,0.32941176470588235,0.3058823529411765,bactrim ds,10.188591303973109,0.8147172792596216,0.1514080535398729,0.4671579501447531,0.1009136368763394,0.0693687257961424,0,0.7586912299485071,1.4495642332957552,1.685243215452682,-0.23567898215692673,agreement
beclomethasone,47,0.8723404255319149,1.05828584684272,0.6056358560712359,0.1702127659574468,0.5531914893617021,beclomethasone,9.194007717355284,0.6398576512455516,0.0587577513469553,0.2351326623970722,0.0505235335976415,0.0520483887364033,0,0.4451340769127524,-0.3278287774291599,-0.033993887192941316,-0.29383489023621856,agreement
belbuca,49,1.3061224489795917,1.2515062657736822,0.5076777671609546,0.12244897959183673,0.30612244897959184,belbuca,8.887100204123687,0.7493779375172795,0.1347243332872737,0.1414950946524803,0.0384137073372944,0.0286030122979135,0,0.48103833634707266,0.44791625696436693,0.16286953743274,0.28504671953162697,agreement
belsomra,265,1.0264150943396226,1.178644155766412,0.6502837480580713,0.1320754716981132,0.33962264150943394,belsomra,9.45727857185611,0.3433348960775121,0.053984375,0.15640625,0.0265625,0.016875,0,0.26825046882325365,0.155388063793591,-1.0038485338914873,1.1592365976850783,agreement
benadryl,39,0.7692307692307693,0.9711132243546285,0.6058953596452675,0.07692307692307693,0.48717948717948717,benadryl,11.471551234662522,0.67865374787497,0.0868196693973693,0.2722573114043316,0.0376774435620036,0.0252433660600754,0,0.4743567605536818,-0.6778110898801051,0.12623438847529767,-0.8040454783554027,agreement
benicar,83,0.7590361445783133,0.9254347869353646,0.6100619683529394,0.07228915662650602,0.5301204819277109,benicar,10.5946327304254,0.6505311685708559,0.0436133169668578,0.3738320098198853,0.0297352138079611,0.0211929156541997,0,0.4643118844523659,-0.861201754297981,0.07115822925627502,-0.932359983554256,agreement
benzonatate,274,0.6970802919708029,0.8944051141618048,0.5046531521442953,0.06934306569343066,0.5182481751824818,benzonatate,9.6778408710038,0.6525721455457968,0.1210602168055642,0.3426906447772417,0.0290118428472961,0.0150385362491384,0,0.5219136325101578,-0.9857802781730673,0.38698920769008177,-1.3727694858631492,agreement
beyaz,118,1.5169491525423728,1.5301494664697288,0.6562540938273492,0.2627118644067797,0.19491525423728814,beyaz,7.393263094763838,0.4747536945812808,0.0135467980295566,0.2801724137931034,0.0560344827586206,0.0449507389162561,0,0.3723522167487683,1.5666183097981823,-0.4330575768011276,1.9996758865993098,agreement
bisacodyl,698,1.677650429799427,1.6476107602305423,0.7682709354848465,0.3853868194842407,0.22206303724928367,bisacodyl,9.531698970787348,0.8628418074998186,0.175429690332874,0.5125099717165856,0.0765102618028863,0.0409746899702661,0,0.7804277108626078,2.0382041591226665,1.8044245643923087,0.2337795947303578,agreement
blisovi 24 fe,119,1.7563025210084033,1.6171335143581722,0.6749064413654464,0.40336134453781514,0.19327731092436976,blisovi 24 fe,6.297109319933935,0.3696857670979667,0.018450184501845,0.1309963099630996,0.022140221402214,0.029520295202952,0,0.2332304533766224,1.9158435293388691,-1.195863639616745,3.111707168955614,patient-worse-than-FAERS
bonine,35,0.7428571428571429,0.8234493377580044,0.4715116639656139,0.02857142857142857,0.42857142857142855,bonine,7.887959336599945,0.5009402030838661,0.066066066066066,0.2473723723723723,0.0067567567567567,0.0153903903903903,0,0.35621299185609057,-1.2706548867228638,-0.5215491132715757,-0.749105773451288,agreement
botox,209,1.1148325358851674,1.1739678711902617,0.6017256629707046,0.1722488038277512,0.24880382775119617,botox,11.230615602986802,0.191378738643146,0.0267098126069254,0.0600904473296818,0.0068697531928437,0.0144689203347346,0,0.12979270465329928,0.13661362701599658,-1.7630138822361305,1.899627509252127,agreement
breo ellipta,62,0.9516129032258065,1.0507709155727258,0.6637699123451168,0.20967741935483872,0.532258064516129,breo ellipta,10.468886585227278,0.4139440984958344,0.0405090619851144,0.2054428725640588,0.0137208113175387,0.0114198056928583,0,0.28638424085492586,-0.35799986725890315,-0.9044208748955741,0.5464210076366709,agreement
brexpiprazole,118,1.228813559322034,1.2621061346399072,0.7255532551431128,0.19491525423728814,0.3135593220338983,brexpiprazole,9.68948955288162,0.4054757185332012,0.0628638672116932,0.1252322556670382,0.0122630992196209,0.0102192493496841,0,0.2640866645256482,0.4904728132729142,-1.02667871578111,1.517151529054024,agreement
brimonidine,101,1.2772277227722773,1.3198486718127107,0.7235545096291897,0.2376237623762376,0.38613861386138615,brimonidine,10.234911352935114,0.4247800323217813,0.042932012348338,0.1580156508004881,0.0152200445114509,0.0195276042788427,0,0.27521920604946704,0.7222986561776993,-0.9656388758374495,1.6879375320151486,agreement
budesonide,65,0.5846153846153846,0.7494803982765162,0.6208965228685464,0.07692307692307693,0.6307692307692307,budesonide,11.931392349144067,0.6150999064817376,0.0668654005606664,0.2968636896066122,0.0308103341624879,0.020393256208789,0,0.4387507639846364,-1.5676268000413112,-0.06899365778520428,-1.4986331422561068,agreement
buprenorphine,361,1.0166204986149585,1.1530718550855927,0.5373661867674646,0.0886426592797784,0.3878116343490305,buprenorphine,11.71996402430102,0.6078836318695168,0.2307523454903172,0.1358026698752865,0.02671501276402,0.0442757028341002,0,0.5333837721839016,0.05271990180056809,0.44988010177017757,-0.3971601999696095,agreement
bupropion,1360,1.0044117647058823,1.1039559733666955,0.5301659585714201,0.07352941176470588,0.31691176470588234,bupropion,11.893298380666636,0.5554590587688226,0.0912552467152486,0.2264461792975212,0.0294226220587632,0.024261358198548,0,0.4116371023806501,-0.14447147975268287,-0.2176581438823716,0.07318666412968872,agreement
buspirone,619,1.0646203554119547,1.1498514408583682,0.6075110033151485,0.1147011308562197,0.3376413570274637,buspirone,9.267476563346992,0.5632510171255559,0.0670633796165108,0.2307546991593463,0.0182299045999811,0.0165297062435061,0,0.37757075238428983,0.03979052115186808,-0.4044442921121831,0.4442348132640512,agreement
butorphanol,48,1.1875,1.3618448442162956,0.6486072291212243,0.10416666666666667,0.25,butorphanol,5.771441123130016,0.45,0.025,0.153125,0.0375,0.015625,0,0.2775,0.890905692565793,-0.9531332590933184,1.8440389516591114,agreement
butrans,146,1.3424657534246576,1.3672364249588413,0.5264538720520979,0.136986301369863,0.22602739726027396,butrans,11.33178720780105,0.6332450347001642,0.3111193681005861,0.122244729177404,0.0286344404358092,0.0489266579568745,0,0.6193714560177969,0.9125519140764504,0.9213514587031083,-0.008799544626657885,agreement
byetta,69,0.8115942028985508,0.9573475291637492,0.5180979963143686,0.07246376811594203,0.4057971014492754,byetta,10.864923719378258,0.2796321786342433,0.0336850959700237,0.1439741530932171,0.0135352144987382,0.008086717136958,0,0.20605069970176637,-0.733077866281801,-1.344890509219853,0.611812642938052,agreement
bystolic,139,0.9424460431654677,1.0845012160390841,0.6336214815955401,0.10071942446043165,0.43884892086330934,bystolic,9.783069799056989,0.5069667738478028,0.0476029328821206,0.2446700507614213,0.0201917653694303,0.0199097574732092,0,0.3521182329439627,-0.22257881165748516,-0.5440007186008162,0.32142190694333106,agreement
cabergoline,34,1.5,1.6045688534656728,0.7106683070030602,0.2647058823529412,0.29411764705882354,cabergoline,8.468423027046809,0.8185831406348539,0.0527200168031926,0.3322831337954211,0.0489392984667086,0.0375971434572568,0,0.5299059650848059,1.8653986884151075,0.4308112495921253,1.4345874388229822,agreement
camila,34,1.5294117647058822,1.5078280823718269,0.8009910462677617,0.38235294117647056,0.3235294117647059,camila,8.043663352393944,0.5258592997108898,0.0173466109861869,0.2171538708641182,0.0430452939286861,0.0218438805011243,0,0.33340828782524884,1.4770019898950306,-0.6465875405729123,2.123589530467943,patient-worse-than-FAERS
camrese,84,1.619047619047619,1.5465855397218746,0.6664225858511792,0.2976190476190476,0.19047619047619047,camrese,5.5053315359323625,0.3673469387755102,0.0,0.1142857142857142,0.0122448979591836,0.0122448979591836,0,0.18571428571428555,1.6326061711268343,-1.4563952767671322,3.0890014478939665,patient-worse-than-FAERS
canagliflozin,196,1.4081632653061225,1.4164660337189343,0.7503619534975453,0.2653061224489796,0.3520408163265306,canagliflozin,10.33993439825302,0.6386581779400834,0.0226868758685324,0.3548460071744821,0.0368096176841288,0.0429822576996412,0,0.45124260737485034,1.1101998891303881,-0.0005007516946667347,1.1107006408250548,agreement
