drugName_clean,n_reviews,patient_mean,patient_expected,patient_std,pct_high,pct_none,drug_name,log_reports,serious_rate,death_rate,hosp_rate,lifethreat_rate,disability_rate,no_faers,faers_severity,patient_z,faers_z,divergence_z,flag,ci_lo,ci_hi,ci_width
apremilast,195,1.3025641025641026,1.3360928646277117,0.7246005093576581,0.27692307692307694,0.3230769230769231,apremilast,11.87778383316698,0.2322177475350645,0.039387627577588,0.077414427549816,0.0292022495313476,0.032937582448101,0,0.19417827295176412,0.7875161522564678,-1.409987147486366,2.197503299742834,patient-worse-than-FAERS,1.2313696315558673,1.4325615722198701,0.2011919406640028
aubra,110,1.7454545454545454,1.7216501663395025,0.747673093940074,0.38181818181818183,0.17272727272727273,aubra,6.356107660695892,0.7321739130434782,0.0347826086956521,0.3026086956521739,0.0417391304347826,0.0365217391304347,0,0.46469565217391284,2.3354589832051746,0.0732624316298885,2.262196551575286,patient-worse-than-FAERS,1.577473600256258,1.877870247701821,0.30039664744556305
blisovi 24 fe,119,1.7563025210084033,1.6171335143581722,0.6749064413654464,0.40336134453781514,0.19327731092436976,blisovi 24 fe,6.297109319933935,0.3696857670979667,0.018450184501845,0.1309963099630996,0.022140221402214,0.029520295202952,0,0.2332304533766224,1.9158435293388691,-1.195863639616745,3.111707168955614,patient-worse-than-FAERS,1.4946294183816717,1.735489320450166,0.24085990206849428
camila,34,1.5294117647058822,1.5078280823718269,0.8009910462677617,0.38235294117647056,0.3235294117647059,camila,8.043663352393944,0.5258592997108898,0.0173466109861869,0.2171538708641182,0.0430452939286861,0.0218438805011243,0,0.33340828782524884,1.4770019898950306,-0.6465875405729123,2.123589530467943,patient-worse-than-FAERS,1.2309703510487147,1.751703418075552,0.5207330670268373
camrese,84,1.619047619047619,1.5465855397218746,0.6664225858511792,0.2976190476190476,0.19047619047619047,camrese,5.5053315359323625,0.3673469387755102,0.0,0.1142857142857142,0.0122448979591836,0.0122448979591836,0,0.18571428571428555,1.6326061711268343,-1.4563952767671322,3.0890014478939665,patient-worse-than-FAERS,1.4045488915319737,1.6974613627675537,0.29291247123557995
capsaicin,48,1.5625,1.5823151032221106,0.6901225982821129,0.3333333333333333,0.2916666666666667,capsaicin,8.108021221376747,0.5864457831325302,0.0469879518072289,0.1930722891566265,0.0225903614457831,0.0346385542168674,0,0.36177710843373484,1.7760539062042515,-0.49104100471427925,2.267094910918531,patient-worse-than-FAERS,1.386880016917242,1.7688110829084709,0.38193106599122895
ceftriaxone,67,1.0149253731343284,1.1420961220567034,0.6870807461342257,0.22388059701492538,0.5223880597014925,ceftriaxone,10.530575055586564,0.9416918186917386,0.1773142460338657,0.5467923722023397,0.1397094172319854,0.0250253725762512,0,0.8625032723315212,0.008654318861157782,2.2544457140668537,-2.245791395205696,FAERS-worse-than-patient,0.9711158915066658,1.3104143469028184,0.33929845539615267
chantix,857,1.2392065344224037,1.349016255003317,0.5184783916964675,0.13185530921820304,0.21353558926487748,chantix,11.244248316112698,0.4066330869366128,0.0206180172165676,0.0901776603260158,0.0140636856014024,0.0170334127004892,0,0.2108711108320237,0.8394012271717999,-1.3184601452976519,2.1578613724694518,patient-worse-than-FAERS,1.3145910152416824,1.3831216011324512,0.06853058589076877
chateal,148,1.777027027027027,1.7077525311971176,0.6622328569328344,0.3783783783783784,0.14864864864864866,chateal,6.349138991379798,0.7390542907180385,0.0350262697022767,0.3047285464098073,0.042031523642732,0.0367775831873905,0,0.4684763572679509,2.2796624917620516,0.09399207663687179,2.18567041512518,patient-worse-than-FAERS,1.5895223069974609,1.80884580085823,0.2193234938607691
claravis,94,1.4893617021276595,1.4664446195680254,0.5236002801870253,0.13829787234042554,0.14893617021276595,claravis,10.006359975456755,0.5815474847732912,0.0230533249120274,0.0783632590453848,0.014932779933231,0.0192186231164847,0,0.2620984599948313,1.3108548717297985,-1.0375800617205497,2.3484349334503483,patient-worse-than-FAERS,1.3606493264712476,1.5679920951475832,0.2073427686763356
copper,800,1.36625,1.394585270418901,0.5807553892534504,0.20375,0.1875,copper,10.685903975853956,0.4528741939909452,0.0023551470251977,0.0208762061553939,0.0041615219280193,0.0064480724379201,0,0.15649837654913773,1.022352582035967,-1.6165864079148209,2.6389389899507876,patient-worse-than-FAERS,1.3559850745485724,1.4367544765722287,0.08076940202365623
coreg,35,0.45714285714285713,0.7429895497617497,0.5301723464162447,0.0,0.7142857142857143,coreg,11.814458666102691,0.6925404941432408,0.1207172022013136,0.4011701875850642,0.0428353748742529,0.0212364636960766,0,0.5781982687234739,-1.5936863828338,0.6955984483021443,-2.2892848311359444,FAERS-worse-than-patient,0.5808594282784757,0.9157964427317771,0.3349370144533014
cryselle,116,1.8017241379310345,1.6803308635426664,0.6369576600594999,0.35344827586206895,0.1206896551724138,cryselle,6.464588303689961,0.4149765990639625,0.0140405616224648,0.1591263650546021,0.0265210608424337,0.0171606864274571,0,0.2513260530421215,2.169569455863342,-1.0966452800980888,3.2662147359614306,patient-worse-than-FAERS,1.5654803061560194,1.7904769668320322,0.22499666067601276
dabigatran,71,0.5774647887323944,0.8255964562790159,0.610087265666578,0.056338028169014086,0.6901408450704225,dabigatran,11.266180580403692,0.7751183924228849,0.1474153046728015,0.513048263857781,0.0660540360667067,0.0211562336016791,0,0.7041275467030983,-1.2620345942085196,1.3860699777054526,-2.648104571913972,FAERS-worse-than-patient,0.6812584957790538,0.9753805504826708,0.29412205470361696
depo-provera,1121,1.8447814451382694,1.746039367219363,0.6656831376091423,0.43710972346119537,0.17662801070472792,depo-provera,10.019624790165173,0.7805974800765771,0.0208351883180482,0.1302644466209598,0.0215029828154216,0.0306295076128572,0,0.35878969723283854,2.433377213483612,-0.5074210111268721,2.940798224610484,patient-worse-than-FAERS,1.7060752421177965,1.7845062082965228,0.07843096617872636
dexmethylphenidate,125,1.24,1.2899874709392078,0.6093880778310581,0.168,0.232,dexmethylphenidate,8.48714627006394,0.3397277227722772,0.0074211502782931,0.0859616573902288,0.0140177283034425,0.0150484436198721,0,0.17406838898175514,0.6024113356408141,-1.5202498486124845,2.1226611842532987,patient-worse-than-FAERS,1.186072290027328,1.401889111754358,0.21581682172702998
dimenhydrinate,42,0.8333333333333334,0.9568913331021927,0.6056427644113624,0.16666666666666666,0.5,dimenhydrinate,9.24994562656854,0.9499182928001538,0.0787272902047486,0.4832259925021628,0.1183312506007882,0.0551763914255503,0,0.7386042487743919,-0.7349094109571536,1.5751060905925607,-2.310015501549714,FAERS-worse-than-patient,0.7841323028454503,1.1305191124880518,0.3463868096426015
disulfiram,61,0.5737704918032787,0.8294910827308806,0.5737483108557409,0.04918032786885246,0.6557377049180327,disulfiram,7.007600613951853,0.8858695652173914,0.1005434782608695,0.4728260869565217,0.0815217391304347,0.0271739130434782,0,0.6869565217391302,-1.2463983734220863,1.2919210708069968,-2.5383194442290833,FAERS-worse-than-patient,0.6887908880256007,0.9857028251687776,0.2969119371431769
docosanol,215,1.083720930232558,1.1493285129670066,0.43069831964043004,0.06046511627906977,0.17674418604651163,docosanol,9.583213415483687,0.0191644836619329,0.0006199200991872,0.0090921614547458,0.0004821600771456,0.000344400055104,0,0.011542154025429251,0.03769106024957791,-2.411382870407568,2.449073930657146,patient-worse-than-FAERS,1.091531731663882,1.2050908325396925,0.11355910087581056
dramamine,33,0.7878787878787878,0.8879337679671943,0.5233032002528205,0.09090909090909091,0.48484848484848486,dramamine,9.074978734045509,0.7997250229147571,0.085652124126875,0.4421161113019581,0.1027138440398488,0.028169014084507,0,0.6485170717433152,-1.0117615626774978,1.0811571701966332,-2.092918732874131,FAERS-worse-than-patient,0.7129527358943076,1.0807486790266632,0.36779594313235553
dulaglutide,299,1.3311036789297659,1.3524326996292948,0.6616660138170367,0.1939799331103679,0.22408026755852842,dulaglutide,11.371027743441651,0.2556450776306234,0.0188083438976604,0.1190734124697476,0.0115131958050017,0.0075832661057969,0,0.1695574163397804,0.8531176344156417,-1.5449835581133422,2.398101192528984,patient-worse-than-FAERS,1.2797469157367867,1.4272234585805297,0.147476542843743
epiduo,483,1.5072463768115942,1.4802269619313508,0.43433654916244596,0.07660455486542443,0.07039337474120083,epiduo,7.259116128097101,0.3176056338028169,0.004225352112676,0.0746478873239436,0.0169014084507042,0.0140845070422535,0,0.1602112676056337,1.3661884835179057,-1.596228587974795,2.962417071492701,patient-worse-than-FAERS,1.4405510761986398,1.5203987563872619,0.0798476801886221
erlotinib,32,0.96875,1.1355446229230504,0.5510746694313888,0.03125,0.53125,erlotinib,9.425209786838147,0.9789448209099708,0.4647466924814456,0.3130848660858341,0.0248467247499193,0.0063730235559858,0,0.9393110680864795,-0.017648765196333863,2.675583650024875,-2.6932324152212086,FAERS-worse-than-patient,0.944365754634395,1.3206632818079713,0.37629752717357634
esomeprazole,113,0.5221238938053098,0.7117476325953318,0.6900152045304405,0.09734513274336283,0.7345132743362832,esomeprazole,12.359300042119752,0.7179136239992449,0.0836189552885461,0.31037633463025,0.0384013177932111,0.0281403758627641,0,0.5046005271419483,-1.719117029557747,0.29206127247042246,-2.0111783020281693,FAERS-worse-than-patient,0.5896222849951537,0.8495283905193881,0.25990610552423443
estarylla,119,1.7394957983193278,1.697955413545508,0.6506931860030888,0.3445378151260504,0.20168067226890757,estarylla,7.064759027791802,0.4541559554413025,0.0145423438836612,0.1591103507271171,0.0290846877673225,0.0153977758768177,0,0.2643904992072409,2.2403288363872496,-1.0250127870896186,3.265341623476868,patient-worse-than-FAERS,1.5855517679141127,1.8098469211054315,0.22429515319131887
etonogestrel,4402,1.407314856883235,1.45395366418943,0.5777952885447031,0.20127214902317128,0.16424352567014994,etonogestrel,11.14430806435553,0.3437387042204647,0.0054504973398103,0.1108171408743927,0.0166261855193152,0.0254452926208651,0,0.1950933322932038,1.2607059451133071,-1.4049698676836435,2.665675812796951,patient-worse-than-FAERS,1.4364005983416863,1.469830632691945,0.03343003435025871
evolocumab,49,1.2857142857142858,1.289838524299255,0.8040111193827683,0.24489795918367346,0.32653061224489793,evolocumab,11.964173044066817,0.1562884129137449,0.0121126437660005,0.0501891406518665,0.0036363404786468,0.005107434437609,0,0.09057801445530096,0.6018133418212563,-1.9780284328672386,2.5798417746884947,patient-worse-than-FAERS,1.0474008666318453,1.5154833475134657,0.4680824808816204
falmina,38,1.631578947368421,1.6274450877335924,0.8356633661659728,0.3684210526315789,0.23684210526315788,falmina,6.466144724237619,0.6931464174454829,0.0327102803738317,0.2819314641744548,0.0373831775700934,0.0342679127725856,0,0.4355140186915886,1.9572426313955975,-0.08674076559552046,2.043983396991118,patient-worse-than-FAERS,1.346940763614782,1.89327507039289,0.5463343067781079
fentanyl,317,0.8643533123028391,1.0726845441161086,0.5360850087295228,0.07570977917981073,0.5078864353312302,fentanyl,11.63861493997545,0.8549555032237011,0.2945798645407083,0.3148811203612248,0.0827836178919147,0.0286792719063073,0,0.7948094603363779,-0.2700206121567427,1.8832798450225685,-2.153300457179311,FAERS-worse-than-patient,1.0109451950872106,1.1294276364348852,0.1184824413476746
fetzima,122,1.8032786885245902,1.751549173588109,0.7152132209298331,0.4262295081967213,0.20491803278688525,fetzima,7.540090320145325,0.5289739500265817,0.0861244019138756,0.1568314726209463,0.0441254651780967,0.0446570972886762,0,0.38979266347687397,2.4554980895000935,-0.33743142759235906,2.7929295170924524,patient-worse-than-FAERS,1.6231223391843859,1.881716098873707,0.2585937596893211
flecainide,87,0.5287356321839081,0.802952300028237,0.6219998631055594,0.08045977011494253,0.6896551724137931,flecainide,8.53817159780143,0.7462277091906722,0.084818805093046,0.4023506366307541,0.056611165523996,0.0246816846229187,0,0.5724285478208646,-1.352946785925945,0.6639630091114308,-2.0169097950373756,FAERS-worse-than-patient,0.6837797469667051,0.9355031032005553,0.2517233562338502
furosemide,57,0.5789473684210527,0.8250016370155787,0.5417580235580177,0.10526315789473684,0.6842105263157895,furosemide,12.88177606448143,0.8130820427329761,0.1557868332816053,0.4909204695203545,0.0649610005037116,0.0259055362494339,0,0.7152743566392484,-1.264422685966761,1.447188051501023,-2.711610737467784,FAERS-worse-than-patient,0.6962655880525715,0.9643112425112318,0.26804565445866024
hydrocortisone,43,0.23255813953488372,0.7177663241947707,0.4383462554274532,0.046511627906976744,0.8604651162790697,hydrocortisone,11.706005606750043,0.7931188045324844,0.1226493647823111,0.3831174719902388,0.1006784998804587,0.0801915958350165,0,0.6888206591260544,-1.6949530713816754,1.3021421553174286,-2.9970952266991038,FAERS-worse-than-patient,0.5989002129954354,0.8532202819887557,0.25432006899332027
isotretinoin,696,1.5804597701149425,1.5214414719089138,0.5162622902780724,0.16235632183908047,0.1336206896551724,isotretinoin,10.783902371171786,0.5629638843968985,0.0182639882248066,0.089516346373116,0.0114434977299583,0.0218919087007898,0,0.2563904610049536,1.5316572866441451,-1.0688770790274469,2.6005343656715922,patient-worse-than-FAERS,1.4815627784980012,1.5577614120566112,0.07619863355861001
ixekizumab,30,1.1,1.202897198186527,0.6589690628556857,0.16666666666666666,0.4,ixekizumab,10.499683207019624,0.2111325434003857,0.0148472578023854,0.0794149243864143,0.0066385698151667,0.0049307219788998,0,0.12665684425307147,0.25275964248301586,-1.7802078371390635,2.032967479622079,patient-worse-than-FAERS,0.975100588783759,1.442801801121863,0.467701212338104
jolessa,92,1.75,1.6680522481274878,0.5482454068672327,0.31521739130434784,0.09782608695652174,jolessa,6.025865973825314,0.612590799031477,0.0048426150121065,0.2493946731234866,0.0338983050847457,0.0387409200968523,0,0.3675544794188861,2.1202730357942188,-0.4593636200421213,2.57963665583634,patient-worse-than-FAERS,1.5569851898268223,1.784093680969798,0.2271084911429757
kariva,76,1.618421052631579,1.6030969000786854,0.6389434544941415,0.27631578947368424,0.15789473684210525,kariva,5.905361848054571,0.5191256830601093,0.0109289617486338,0.2158469945355191,0.0628415300546448,0.0191256830601092,0,0.33825136612021844,1.8594890617973214,-0.6200328923529115,2.4795219541502327,patient-worse-than-FAERS,1.452195248290029,1.7590008726696666,0.30680562437963754
kyleena,205,1.5463414634146342,1.5225972318417835,0.5824703264710785,0.2731707317073171,0.0975609756097561,kyleena,9.345308232386667,0.5040643300410803,0.0056798322264942,0.0942852149598042,0.0205347780496329,0.0174764068507514,0,0.2327030459539527,1.5362974537332925,-1.1987554199524373,2.7350528736857296,patient-worse-than-FAERS,1.442452834505977,1.6039112583309612,0.1614584238249841
lactulose,40,0.6,1.0014965204074824,0.5276313726630981,0.05,0.575,lactulose,10.536460010060004,0.8829496269152128,0.1753976050766003,0.5496110240819903,0.0780606961739638,0.0327908026445052,0,0.800490123982484,-0.5558276516290407,1.9144269823577584,-2.4702546339867992,FAERS-worse-than-patient,0.846804124767567,1.1709262853138667,0.3241221605462997
lansoprazole,67,0.31343283582089554,0.606313163351609,0.6011999006816028,0.04477611940298507,0.8208955223880597,lansoprazole,12.07294688491158,0.8727836676872458,0.1120466099274575,0.3639344262295082,0.0684411949505911,0.0547952247672359,0,0.6489585366459234,-2.1424173537277236,1.0835777268088223,-3.2259950805365456,FAERS-worse-than-patient,0.4676454900084126,0.759389134524014,0.2917436445156014
levomilnacipran,133,1.736842105263158,1.7152847630249526,0.7292625587054167,0.40601503759398494,0.21804511278195488,levomilnacipran,7.540090320145325,0.5289739500265817,0.0861244019138756,0.1568314726209463,0.0441254651780967,0.0446570972886762,0,0.38979266347687397,2.309903040202388,-0.33743142759235906,2.647334467794747,patient-worse-than-FAERS,1.5941517108598364,1.837934233303638,0.2437825224438015
levora,151,1.6291390728476822,1.6428675298687978,0.6922739984796032,0.33112582781456956,0.1986754966887417,levora,6.620073206530356,0.6662216288384513,0.02803738317757,0.2817089452603471,0.0400534045393858,0.0360480640854472,0,0.4260347129506006,2.0191609471243392,-0.13871589669823828,2.1578768438225775,patient-worse-than-FAERS,1.5273917487307527,1.7550694159459914,0.22767766721523874
liletta,272,1.5294117647058822,1.5506072050300177,0.5673319062532848,0.27205882352941174,0.08455882352941177,liletta,9.527338498762017,0.2412763167480148,0.0042974725034598,0.0513511544904945,0.0101973923810911,0.0088862990749508,0,0.11673426803044992,1.6487524299438148,-1.83461342486238,3.4833658548061948,patient-worse-than-FAERS,1.4826163090062785,1.617389520281428,0.1347732112751494
lo loestrin fe,896,1.5357142857142858,1.5312739932204562,0.6621132442542152,0.30691964285714285,0.17633928571428573,lo loestrin fe,8.05579245097777,0.2508732931089235,0.0028562361155188,0.0783878133925737,0.0187242145350682,0.0177721358298952,0,0.14473199745346388,1.5711330813101474,-1.6811015857993759,3.2522346671095232,patient-worse-than-FAERS,1.4870476827018937,1.5712007741807292,0.08415309147883554
loryna,54,1.6296296296296295,1.6037246590327616,0.6459322548403311,0.2962962962962963,0.2037037037037037,loryna,5.877735781779639,0.3830985915492957,0.0140449438202247,0.1039325842696629,0.0308988764044943,0.0280898876404494,0,0.2253228358917549,1.8620094004557044,-1.2392211878081691,3.1012305882638733,patient-worse-than-FAERS,1.4548626382185466,1.7786168054418208,0.3237541672232742
methamphetamine,30,1.0333333333333334,1.1404327877140352,0.6002709860678296,0.06666666666666667,0.43333333333333335,methamphetamine,6.970730078143525,0.93796992481203,0.6983082706766918,0.1597744360902255,0.0112781954887218,0.0084586466165413,0,1.0745300751879698,0.001976332321225365,3.416990859973855,-3.41501452765263,FAERS-worse-than-patient,0.9251554183369644,1.3525200791781569,0.4273646608411925
miconazole,1341,1.464578672632364,1.4711251232220437,0.6056859638780921,0.24683072334079045,0.23862788963460105,miconazole,9.034318927730707,0.4086136960152708,0.051520572450805,0.1957066189624329,0.0348240906380441,0.0207513416815742,0,0.31434320242413993,1.329646247341932,-0.7511216003746234,2.0807678477165554,patient-worse-than-FAERS,1.4392707544614864,1.504771670310354,0.06550091584886752
mirena,1647,1.3096539162112932,1.390031227401303,0.5907815719910681,0.20279295689131754,0.2143290831815422,mirena,11.818209214992564,0.4193614951507826,0.0018275607958732,0.0742520265291083,0.0133308769344141,0.0143330876934414,0,0.18545988553860238,1.004068923006232,-1.4577901555530874,2.4618590785593195,patient-worse-than-FAERS,1.3628704314001467,1.4182964461689325,0.055426014768785725
monistat 7-day combination pack,101,1.2475247524752475,1.3548555082386933,0.6140523466026112,0.2079207920792079,0.31683168316831684,monistat 7-day combination pack,7.825644732219989,0.3105515587529976,0.0335597283260087,0.1274470635237714,0.0227726727926488,0.0123851378345984,0,0.2173364624321316,0.8628447727710259,-1.2830105558210971,2.145855328592123,patient-worse-than-FAERS,1.231839753059994,1.4789021913999427,0.24706243833994868
mycophenolate mofetil,41,0.6585365853658537,0.9171608320994927,0.6511652485043581,0.0975609756097561,0.6585365853658537,mycophenolate mofetil,11.78856278980848,0.91380920917728,0.1786299872472217,0.3832437602477682,0.0901955426003522,0.0310469423695876,0,0.7382839238632828,-0.8944201864607705,1.573349745802628,-2.4677699322633986,FAERS-worse-than-patient,0.7212428140078779,1.136712105506502,0.415469291498624
natazia,42,1.2380952380952381,1.3088579801152447,0.6662976715743806,0.23809523809523808,0.2857142857142857,natazia,5.739792912179234,0.1935483870967742,0.0,0.0580645161290322,0.0129032258064516,0.0129032258064516,0,0.10645161290322575,0.6781730168895153,-1.89099332893179,2.569166345821305,patient-worse-than-FAERS,1.1088858761620564,1.5078153969274761,0.39892952076541977
nexplanon,2883,1.5012140131807146,1.5229230630239692,0.6076813378183967,0.27297953520638224,0.1383975026014568,nexplanon,10.761831324455434,0.2823501981813943,0.0020557816208884,0.0351814174296371,0.0084138691081722,0.014771956595456,0,0.12142301469348218,1.5376056069969566,-1.808904978571341,3.3465105855682973,patient-worse-than-FAERS,1.5017096916802606,1.545809723164563,0.044100031484302527
nora-be,87,1.5172413793103448,1.52941324675736,0.7117571302650447,0.3103448275862069,0.25287356321839083,nora-be,8.005367067316664,0.5223631508678238,0.0166889185580774,0.2132843791722296,0.0437249666221628,0.020694259012016,0,0.32950600801068075,1.5636625208124604,-0.6679837810259104,2.2316463018383708,patient-worse-than-FAERS,1.3802180579714134,1.6775691563285233,0.29735109835710993
norethindrone,552,1.443840579710145,1.4527479113633435,0.6771558298329875,0.25905797101449274,0.24456521739130435,norethindrone,9.795790977080754,0.3962316740063549,0.0100796346828534,0.1368268641755304,0.0238904048560449,0.0231107646043325,0,0.23265242808039371,1.2558650656000672,-1.1990329582749955,2.454898023875063,patient-worse-than-FAERS,1.3965203940465665,1.5045094482032133,0.10798905415664684
nucynta,206,1.2766990291262137,1.2872443988963154,0.553735672347894,0.07766990291262135,0.2669902912621359,nucynta,10.32236234755421,0.8913300881462966,0.6545520326272859,0.1114984870411787,0.0075976845151953,0.0044402052361531,0,0.9868865938692277,0.5913983975257288,2.936440748361418,-2.3450423508356892,FAERS-worse-than-patient,1.209628426629902,1.3559408327924902,0.14631240616258823
nucynta er,55,1.290909090909091,1.27032195530395,0.46111685722781487,0.03636363636363636,0.2545454545454545,nucynta er,10.32236234755421,0.8913300881462966,0.6545520326272859,0.1114984870411787,0.0075976845151953,0.0044402052361531,0,0.9868865938692277,0.5234578472504885,2.936440748361418,-2.4129829011109294,FAERS-worse-than-patient,1.1474383238752859,1.3913611663616496,0.24392284248636376
nuvaring,824,1.5412621359223302,1.5363561151828242,0.6466897205971178,0.2633495145631068,0.20509708737864077,nuvaring,9.960859832393998,0.4895656279508971,0.0131728045325779,0.2832389046270066,0.0352219074598678,0.0496694995278564,0,0.36460812086874406,1.5915368817899398,-0.47551853434740493,2.067055416137345,patient-worse-than-FAERS,1.491633755859577,1.5795654616393828,0.08793170577980591
omeprazole,120,0.45,0.7262862396077777,0.6163631687447498,0.075,0.75,omeprazole,12.999718793549416,0.7184078206604224,0.0880082661071519,0.3365522012806135,0.042585374235792,0.0330169482328256,0,0.5289868760971969,-1.6607471519883708,0.42577187519791293,-2.0865190271862835,FAERS-worse-than-patient,0.6243722860587089,0.8349689998963615,0.21059671383765266
otezla,188,1.3138297872340425,1.3330112499080684,0.7321867789733082,0.28191489361702127,0.3191489361702128,otezla,11.87778383316698,0.2322177475350645,0.039387627577588,0.077414427549816,0.0292022495313476,0.032937582448101,0,0.19417827295176412,0.7751440265261564,-1.409987147486366,2.1851311740125228,patient-worse-than-FAERS,1.2301193742527887,1.435216984899304,0.20509761064651522
oxazepam,41,0.43902439024390244,0.8017851223769322,0.35635365078786646,0.0,0.6829268292682927,oxazepam,9.944245545008297,0.976717392347943,0.2273534635879218,0.4931592338341894,0.1203014737650616,0.0198742259133022,0,0.8771014353607602,-1.3576327930894958,2.3344875924528186,-3.6921203855423146,FAERS-worse-than-patient,0.7052737031773529,0.9083273395691689,0.20305363639181595
paragard,508,1.4074803149606299,1.4297548876762445,0.5814900820269425,0.2106299212598425,0.1830708661417323,paragard,10.662164949840967,0.4526552402360213,0.0012878149292872,0.0171630607848646,0.0033249039992507,0.0054556523367987,0,0.1521447972276855,1.1635522342251758,-1.6404571282166407,2.8040093624418168,patient-worse-than-FAERS,1.3804968442507128,1.4790988259079305,0.09860198165721767
plan b,792,1.0555555555555556,1.1556774607000126,0.5072270477772232,0.10353535353535354,0.18181818181818182,plan b,10.557139982397931,0.1061433624635871,0.0015084525357607,0.0169050715214564,0.003485045513654,0.0026267880364109,0,0.046430785071975865,0.06318093706877312,-2.220088146702454,2.283269083771227,patient-worse-than-FAERS,1.1185453008614692,1.1896818868680576,0.07113658600658845
plan b one-step,552,1.056159420289855,1.1855517461830836,0.4802775510234516,0.10507246376811594,0.18478260869565216,plan b one-step,10.557139982397931,0.1061433624635871,0.0015084525357607,0.0169050715214564,0.003485045513654,0.0026267880364109,0,0.046430785071975865,0.18312078994647174,-2.220088146702454,2.4032089366489258,patient-worse-than-FAERS,1.1467486151873485,1.2226472061263007,0.07589859093895224
